study_order,study_title,authors,year,journal,doi,publisher_outlet,publisher_outlet_detail,predatory_journal_flag,details_in_supplement,extraction_incomplete_main_text,supplement_notes,authors_business_school,author_affiliation_detail,management_domain,empirical_ulmc,not_pls,pls_sem_used,pls_variant,statistical_methods_mv,statistical_method_detail,method_variance_pct,harman_variance_pct,harman_deployed,lindell_whitney_r2_substantive,lindell_whitney_r2_method,avg_factor_loading_change,ulmc_improves_fit,ulmc_in_final,procedural_remedies_used,procedural_remedies_list,multisource_same_construct,different_sources_iv_dv,distinct_sources_other,richardson_2009_cited,richardson_citation_context,richardson_critique_acknowledged,richardson_citation_text,three_step_approach_used,step1_presence_delta_chisq_reported,step1_presence_delta_chisq,step1_presence_pvalue,step1_cmv_indicated,step2_method_r_model_reported,step2_method_r_bias_test_reported,step2_bias_indicated,step3_contamination_reported,step3_indicator_level_mv_reported,step3_construct_level_mv_reported,method_variance_reported_despite_no_bias,step1_baseline_reported,step2_ulmc_reported,step3_chisq_diff_reported,three_step_complete,sample_n,num_constructs,num_indicators,complexity_ratio,author_conclusion_mv,mv_inference_criteria_used,mv_inference_criteria_list,mv_inference_criteria_detail,mv_inferred_not_problem,mv_inference_rationale_text,author_fit_claims,estimator,software,country,industry_sector,study_design,data_collection_method,response_rate,verification_table,notes,master_id,extraction_source,coding_mode
M0294,"Wang, Pengyuan (2026) - Psychological pathways between leadership behavior and work-family balance: the ...","Wang, Pengyuan ; Lyu, Bei ; Yang, Qing ; Wan, Qiang",2026,Frontiers in Psychology,10.3389/fpsyg.2025.1626218,Frontiers,Frontiers in Psychology,FALSE,,,,FALSE,,TRUE,TRUE,TRUE,FALSE,,ULMC; Harman single factor test,unmeasured latent method construct (ulmc); Harman's single factor test,not reported,28.7,TRUE,,,,,,TRUE,anonymity; temporal separation; item pretesting; counterbalancing; procedural remedies cited; distinct_sources_other,FALSE,FALSE,TRUE,FALSE,,,,TRUE,TRUE,2,,TRUE,,,,,,,,TRUE,,,FALSE,30,2,15,7.5,,FALSE,,,TRUE,,,CB-SEM,AMOS,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0294,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0296,"Wang, Jia (2026) - Influencing factors and mediating mechanisms of job crafting in clinical nursing...","Wang, Jia ; Li, Yaru ; Sun, Jiaxin ; Cui, Yajuan ; Su, Mei ; Tang, Peijuan ; Wang, Yanting ; Hu, Yuchong ; Chang, Wenzhong ; Wang, Yanli",2026,Frontiers in Public Health,10.3389/fpubh.2025.1711339,Frontiers,Frontiers in Public Health,FALSE,,,,FALSE,,TRUE,TRUE,TRUE,FALSE,,ULMC; Harman single factor test,unmeasured latent method construct (ulmc); Harman's single factor test,not reported,,TRUE,,,,,,TRUE,attention checks; distinct_sources_other,FALSE,FALSE,TRUE,FALSE,,,,,,,,TRUE,,,,,,,,,,,FALSE,1273,5,21,4.2,,FALSE,,,FALSE,,,CB-SEM,Mplus,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0296,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0299,"Du, Yana (2025) - Job crafting towards strengths and interests: how overqualification enhances cre...","Du, Yana ; Luo, Jinlian ; Su, Yaqi",2025,Service Industries Journal,10.1080/02642069.2025.2457548,Taylor & Francis,Service Industries Journal,FALSE,,,,FALSE,,TRUE,TRUE,TRUE,FALSE,,ULMC,unmeasured latent method construct (ulmc),not reported,,FALSE,,,,,,TRUE,anonymity,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,507,,34,,,FALSE,,,FALSE,,,CB-SEM,Mplus,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0299,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0300,"Xiao, Qijie (2025) - To build a thriving workforce: unpacking the relationship between well-being-ori...","Xiao, Qijie ; Goh, Zen ; Cai, Yujie",2025,International Journal of Human Resource Management,10.1080/09585192.2026.2615719,Taylor & Francis,International Journal of Human Resource Management,FALSE,,,,TRUE,"ina; cDepartment of Management, Monash University, Melbourne, Australia; dSKEMA Business School, China Campus, Suzhou, China; of Science and Technology, Zhengzhou, China; bMonash Suzhou Research Institute, Department of Management, Monash University, Suzhou, China; cDepartment of Management, Monash University, Melbourne, Australia; dSKEMA Business",TRUE,TRUE,TRUE,FALSE,,ULMC,unmeasured latent method construct (ulmc),not reported,,FALSE,,,,FALSE,,TRUE,anonymity; temporal separation; distinct_sources_other,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,400,,31,,,TRUE,no improvement in model fit with ULMC,,FALSE,,,CB-SEM,AMOS,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0300,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0301,"Zha, Xuanqi (2025) - The impact of enterprise–union coupling relationships on gig workers' well-being...","Zha, Xuanqi ; Hu, Enhua ; Yan, Ge ; Shan, Hongmei ; Wang, Ying",2025,International Journal of Human Resource Management,10.1080/09585192.2025.2602080,Taylor & Francis,International Journal of Human Resource Management,FALSE,,,,FALSE,,TRUE,TRUE,TRUE,FALSE,,ULMC,unmeasured latent method construct (ulmc),not reported,,FALSE,,,,,,TRUE,anonymity; distinct_sources_other,FALSE,FALSE,TRUE,FALSE,,,,,,,,TRUE,,,TRUE,,,,,,,,FALSE,192,,,,,FALSE,,,FALSE,,,CB-SEM,Mplus,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0301,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0302,"Zhang, Haina (2025) - Relational leadership and work‒life balance: The moderated mediating role of rel...","Zhang, Haina ; Sun, Wei ; Tang, Guiyao",2025,Asia Pacific Journal of Management,10.1007/s10490-024-09995-9,Springer,Asia Pacific Journal of Management,FALSE,,,,NA,,TRUE,TRUE,TRUE,FALSE,,ULMC; Harman single factor test,unmeasured latent method construct (ulmc); Harman's single factor test,not reported,28.83,TRUE,,,,,,TRUE,temporal separation; distinct_sources_other,FALSE,FALSE,TRUE,FALSE,,,,,,,,TRUE,,,TRUE,,,,,,,,FALSE,431,,,,not a concern - method bias is not a significant,FALSE,,,FALSE,,,,SPSS,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0302,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0303,"Xiang, Yilin (2025) - The Downside of Ethical Convictions: Why and When Employees Reduce Ethical Voice...","Xiang, Yilin ; Chen, Lu ; Sun, Xinyu ; Feng, Xin",2025,Journal of Business & Psychology,10.1007/s10869-024-10003-6,Springer,Journal of Business & Psychology,FALSE,,,,NA,,TRUE,TRUE,TRUE,FALSE,,ULMC; Harman single factor test,unmeasured latent method construct (ulmc); Harman's single factor test,not reported,35.41,TRUE,,,,,,TRUE,anonymity; temporal separation; distinct_sources_other,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,281,,,,concern - method bias fails to serious,FALSE,,,FALSE,,,CB-SEM,Mplus,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0303,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0304,"Garces‐Ayerbe, Concepción (2025) - How Much Does the Business Development of Circular Eco‐Efficient Practices Impro...","Garces‐Ayerbe, Concepción ; Rivera‐Torres, Pilar ; Darmandieu, Aurore",2025,"Business Ethics, the Environment & Responsibility",10.1111/beer.12768,Wiley,"Business Ethics, the Environment & Responsibility",FALSE,,,,NA,,TRUE,TRUE,TRUE,FALSE,,ULMC; Harman single factor test,unmeasured latent method construct (ulmc); Harman's single factor test,not reported,25.0,TRUE,,,,,,TRUE,distinct_sources_other,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,14726,4,,,,FALSE,,,FALSE,,,CB-SEM,Mplus,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0304,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0305,"Cai, Hongyi (2025) - Unpacking the Path from Knowledge Heterogeneity to Team Creativity: A Knowledge-...","Cai, Hongyi ; Zhao, Heng ; Huang, Yong",2025,Administrative Sciences (2076-3387),10.3390/admsci15110408,MDPI,Administrative Sciences (2076-3387),TRUE,,,,TRUE,"Capability Theory Perspective Hongyi Cai 1, Heng Zhao 2,* and Yong Huang 3,* 1 Business School, University of Shanghai for Science and Technology, Shanghai 200093, China 2 School of Economics and Management, Beijin; ol, University of Shanghai for Science and Technology, Shanghai 200093, China 2 School of Economics and Management, Beijing Jiaotong University, Beijing 100044, China 3 School of Public Administration, China University of Geosciences",TRUE,TRUE,TRUE,FALSE,,ULMC; Harman single factor test,unmeasured latent method construct (ulmc); Harman's single factor test,not reported,95.0,TRUE,,,,,,TRUE,anonymity; temporal separation,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,203,,,,,FALSE,,,TRUE,,,CB-SEM,AMOS,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0305,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0306,"Yan, Yihang (2025) - Reading Minds, Sparking Ideas: How Machiavellian Leaders Boost Team Creativity T...","Yan, Yihang ; Lei, Hongzhen ; Xiong, Hui ; Liu, Yuanzhe ; Qu, Xiaoqian",2025,Administrative Sciences (2076-3387),10.3390/admsci15100400,MDPI,Administrative Sciences (2076-3387),TRUE,,,,TRUE,"ng Yan , Hongzhen Lei * , Hui Xiong , Yuanzhe Liu and Xiaoqian Qu International Business School, Shaanxi Normal University, Xi'an 710062, China; yanyihang@snnu.edu.cn (Y.Y.); xionghui@snnu.edu.cn (H.X.); liuyuanzhe@",TRUE,TRUE,TRUE,FALSE,,ULMC; Harman single factor test,unmeasured latent method construct (ulmc); Harman's single factor test,not reported,32.69,TRUE,,,,,,TRUE,anonymity; multisource_same_construct,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,379,,,,concern - CMB was unlikely,FALSE,,,TRUE,,,CB-SEM,Mplus,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0306,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0307,"Wang, Siqi (2024) - The more you connect, the less you connect: An examination of the role of phubbi...","Wang, Siqi ; Rofcanin, Yasin ; Las Heras, Mireia ; Yalabik, Zeynep",2024,Journal of Occupational & Organizational Psychology,10.1111/joop.12503,Wiley,Journal of Occupational & Organizational Psychology,FALSE,,,,TRUE,"Society. Siqi Wang and Yasin Rofcanin contributed equally to this work. 1Aston Business School, Aston University, Birmingham, UK 2University of Bath, School of Management, Bath, UK 3IESE Business School, Barcelona; rsity, Birmingham, UK 2University of Bath, School of Management, Bath, UK 3IESE Business School, Barcelona, Spain Correspondence Siqi Wang, Aston Business School, Aston University, Birmingham, UK. Email: wangs10@ast; ath, UK 3IESE Business School, Barcelona, Spain Correspondence Siqi ",TRUE,TRUE,TRUE,FALSE,,ULMC,unmeasured latent method construct (ulmc),not reported,,FALSE,,,,,,TRUE,anonymity; procedural remedies cited,FALSE,FALSE,FALSE,FALSE,,,,TRUE,TRUE,179.01,,TRUE,,,,TRUE,,,,TRUE,,TRUE,FALSE,65,10,,,,FALSE,,,FALSE,,,CB-SEM,Mplus,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0307,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0308,"Kong, Lingnan (2024) - The Impact of Empowering Leadership on Taking Charge Behaviors: Mediating Streng...","Kong, Lingnan ; Liu, Yang ; Ding, He ; Liu, Sha ; Yu, Shunkun",2024,Behavioral Sciences (2076-328X),10.3390/bs14080633,MDPI,Behavioral Sciences (2076-328X),TRUE,,,,TRUE,"ition Lingnan Kong 1,2,*, Yang Liu 1, He Ding 1,*, Sha Liu 2 and Shunkun Yu 1 1 School of Economics and Management, North China Electric Power University, No. 2, Bei Nong Road, Changping District, Beijing 102206, China 2 National Engi",TRUE,TRUE,TRUE,FALSE,,ULMC,unmeasured latent method construct (ulmc),4.0,,FALSE,,,,,,FALSE,none reported,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,TRUE,,,,,FALSE,333,,5,,,FALSE,,,TRUE,,,CB-SEM,AMOS,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; procedural_remedies none reported in PDF,M0308,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0309,"Gan, Zhiyi (2024) - Organizational Benefits of Commuting Support: The Impact of Flexible Working Hou...","Gan, Zhiyi ; Gan, Jinhua ; Zhou, Zhiqing E. ; Tang, Hanying",2024,Social Indicators Research,10.1007/s11205-024-03378-9,Springer,Social Indicators Research,FALSE,,,,FALSE,,TRUE,TRUE,TRUE,FALSE,,ULMC,unmeasured latent method construct (ulmc),not reported,,FALSE,,,,,,TRUE,multisource_same_construct,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,284,,5,,,FALSE,,,FALSE,,,,SPSS,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0309,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0311,"Chen, Anni (2024) - Unleashing digital superheroes: Unravelling the empathy factor in digital compet...","Chen, Anni ; Li, Wei ; Fu, Weidong",2024,British Journal of Educational Technology,10.1111/bjet.13433,Wiley,British Journal of Educational Technology,FALSE,,,,FALSE,,TRUE,TRUE,TRUE,FALSE,,ULMC,unmeasured latent method construct (ulmc),not reported,,FALSE,,,,,,TRUE,anonymity,FALSE,FALSE,FALSE,FALSE,,,,,,,,TRUE,,,,,,,,,,,FALSE,40,,17,,,FALSE,,,FALSE,,,CB-SEM,Mplus,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0311,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0314,"Azpíroz-Dorronsoro, Carla (2024) - Technostress and work-family conflict in ICT-user employees during the COVID-19 ...","Azpíroz-Dorronsoro, Carla ; Fernández-Muñiz, Beatriz ; Montes-Peón, José Manuel ; Vázquez-Ordás, Camilo José",2024,Behaviour & Information Technology,10.1080/0144929x.2023.2220051,Taylor & Francis,Behaviour & Information Technology,FALSE,,,,FALSE,,TRUE,TRUE,TRUE,FALSE,,ULMC; Harman single factor test,unmeasured latent method construct (ulmc); Harman's single factor test,not reported,9.0,TRUE,,,,,,TRUE,anonymity; item pretesting; procedural remedies cited,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,1037,,5,,not a concern - CMB is not a problem,FALSE,,,FALSE,,,,SPSS,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0314,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0317,"Lhaden, Karma (2025) - Why do I (not) trust my employees? Predicting factors for leaders' trust in empl...","Lhaden, Karma ; Dimas, Isabel D.",2025,International Studies of Management & Organization,10.1080/00208825.2024.2441619,Taylor & Francis,International Studies of Management & Organization,FALSE,,,,FALSE,,TRUE,TRUE,TRUE,FALSE,,ULMC,unmeasured latent method construct (ulmc),not reported,,FALSE,,,,,,TRUE,anonymity; temporal separation; item pretesting,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,72,,,,not a concern - method bias is not a serious,FALSE,,,FALSE,,,,Stata,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0317,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0318,"Ding, Chen (2025) - When and Why Negative Supervisor Gossip Yields Functional and Dysfunctional Cons...","Ding, Chen ; Su, Mengting ; Pei, Jialiang ; Zhu, Cherrie Jiuhua ; Zhao, Shuming",2025,Journal of Business Ethics,10.1007/s10551-024-05900-y,Springer,Journal of Business Ethics,FALSE,,,,NA,,TRUE,TRUE,TRUE,FALSE,,ULMC; Harman single factor test,unmeasured latent method construct (ulmc); Harman's single factor test,not reported,22.81,TRUE,,,,,,TRUE,anonymity; temporal separation; attention checks; distinct_sources_other,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,467,,,,,FALSE,,,TRUE,,,CB-SEM,Mplus,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0318,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0319,"Ye, Yijiao (2025) - From Deception to Rejection: Unraveling the Impact of Workplace Cheating Behavio...","Ye, Yijiao ; Wu, Long-Zeng ; Kwan, Ho Kwong ; Liu, Xinyu",2025,Journal of Business Ethics,10.1007/s10551-024-05881-y,Springer,Journal of Business Ethics,FALSE,,,,NA,,TRUE,TRUE,TRUE,FALSE,,ULMC,unmeasured latent method construct (ulmc),not reported,,FALSE,,,,,,TRUE,temporal separation; attention checks; distinct_sources_other,FALSE,FALSE,TRUE,FALSE,,,,,,,,TRUE,,,,,,,,,,,FALSE,459,,10,,not a concern - method variance should not significant,FALSE,,,FALSE,,,CB-SEM,AMOS,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0319,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0324,"Kunyan, Wang (2025) - The threshold moderating effect of self-efficacy: a nonlinear transformation mec...","Kunyan, Wang ; Miao, Tan",2025,Frontiers in Psychology,10.3389/fpsyg.2025.1667520,Frontiers,Frontiers in Psychology,FALSE,,,,FALSE,,TRUE,TRUE,TRUE,FALSE,,ULMC,unmeasured latent method construct (ulmc),not reported,7.0,TRUE,,,,,,TRUE,anonymity; temporal separation; item pretesting; distinct_sources_other,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,TRUE,,,,,FALSE,1384,2,14,7.0,,FALSE,,,FALSE,,,,R,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0324,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0325,"Wei, Wei (2025) - Online Fitness Content as a behavioral catalyst: extending the Theory of Planned...","Wei, Wei ; Su, Ronghai ; Lin, Chen ; Meng, Meng ; Zheng, Rongrong",2025,Frontiers in Psychology,10.3389/fpsyg.2025.1575832,Frontiers,Frontiers in Psychology,FALSE,,,,FALSE,,TRUE,TRUE,TRUE,FALSE,,ULMC; Harman single factor test,unmeasured latent method construct (ulmc); Harman's single factor test,not reported,95.0,TRUE,,,,,,TRUE,anonymity,FALSE,FALSE,FALSE,FALSE,,,,TRUE,TRUE,5.775,,TRUE,,,,,,,,TRUE,,,FALSE,215,9,6,0.67,not a concern - method bias was not a substantial,TRUE,no improvement in model fit with ULMC,,FALSE,,,CB-SEM,AMOS,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0325,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0400,"Hu, Xinyu (2019) - Disconnecting to Detach: The Role of Impaired Recovery in Negative Consequences ...","Hu, Xinyu ; Santuzzi, Alecia M. ; Barber, Larissa K.",2019,Revista de Psicologia del Trabajo y de Las Organizaciones,10.5093/jwop2019a2,NA,Revista de Psicologia del Trabajo y de Las Organizaciones,FALSE,,,,FALSE,,TRUE,TRUE,TRUE,FALSE,,ULMC,unmeasured latent method construct (ulmc),not reported,,FALSE,,,,,,TRUE,distinct_sources_other,FALSE,FALSE,TRUE,FALSE,,,,TRUE,TRUE,41.747,,,,,,,,,,TRUE,,,FALSE,233,,,,,FALSE,,,FALSE,,,CB-SEM,Mplus,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0400,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0679,"Schmitt, Neal (2018) - An Ideal Student Factor and the validity of noncognitive measures of student pot...","Schmitt, Neal; Bradburn, Jacob C.;",2018,International Journal of Selection & Assessment,10.1111/ijsa.12221,Wiley,International Journal of Selection & Assessment,FALSE,,,,FALSE,,TRUE,TRUE,TRUE,FALSE,,ULMC,unmeasured latent method construct (ulmc),9.0,,FALSE,,,,,,TRUE,temporal separation,FALSE,FALSE,FALSE,TRUE,,,,TRUE,,,,,,,,,,,,,,,FALSE,781,,12,,,FALSE,,,FALSE,,,CB-SEM,Mplus,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended,M0679,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0326,"Zhang, Xiaozhu (2025) - Protecting work engagement from digital fatigue: the contingent roles of leaders...","Zhang, Xiaozhu ; Deng, Guangkuan",2025,Frontiers in Psychology,10.3389/fpsyg.2025.1645057,Frontiers,Frontiers in Psychology,FALSE,,,,TRUE,"1 and Guangkuan Deng 2* 1 Chengdu Academy of Social Sciences, Chengdu, China, 2 School of Economics and Management, Southwest University of Science and Technology, Mianyang, China The growing digitalization of work has reshaped employ",TRUE,TRUE,TRUE,FALSE,,ULMC; Harman single factor test,unmeasured latent method construct (ulmc); Harman's single factor test,not reported,5.0,TRUE,,,,,,TRUE,counterbalancing; attention checks,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,339,,,,concern - CMB in this study is minimal,FALSE,,,TRUE,,,,R,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0326,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0327,"Liu, Xi (2025) - The impact of mission valence on innovative work behavior among civil servants: ...","Liu, Xi ; Zhang, Shaobo ; Huang, Qian",2025,Frontiers in Psychology,10.3389/fpsyg.2025.1722923,Frontiers,Frontiers in Psychology,FALSE,,,,FALSE,,TRUE,TRUE,TRUE,FALSE,,ULMC; Harman single factor test,unmeasured latent method construct (ulmc); Harman's single factor test,not reported,71.57,TRUE,,,,,,TRUE,temporal separation; item pretesting; procedural remedies cited; distinct_sources_other,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,456,,7,,,TRUE,procedural remedies employed,,FALSE,,,CB-SEM,AMOS,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0327,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0720,"Mollet, Marie Charlotte (2026) - Organizational Dehumanization, Perceived Stress, and Patient Depersonalization i...","Mollet, Marie Charlotte ; Zerhouni, Oulmann ; Isnard Bagnis, Corinne ; Romo, Lucia ; Fontenot, Justin",2026,Journal of Nursing Management,10.1155/jonm/2207579,NA,Journal of Nursing Management,FALSE,,,,FALSE,,TRUE,TRUE,TRUE,FALSE,,ULMC; Harman single factor test; Lindell & Whitney marker variable,unmeasured latent method construct (ulmc); Harman's single factor test,not reported,25.6,TRUE,,,,,,TRUE,anonymity; distinct_sources_other,FALSE,FALSE,TRUE,FALSE,,,,TRUE,TRUE,626.0,,,,,,TRUE,,,,TRUE,,TRUE,FALSE,291,,11,,,FALSE,,,FALSE,,,CB-SEM,R,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0720,extract_ebsco_on_hand_batch.py 2026-06-26,ai_autonomous
M0737,"Dimas, Isabel Dórdio (2023) - Paths to Team Success: A Configurational Analysis of Team Effectiveness.","Dimas, Isabel Dórdio ; Torres, Pedro ; Rebelo, Teresa ; Lourenço, Paulo Renato",2023,Human Performance,10.1080/08959285.2023.2222272,Taylor & Francis,Human Performance,FALSE,,,,FALSE,,TRUE,TRUE,TRUE,FALSE,,ULMC,unmeasured latent method construct (ulmc),not reported,,FALSE,,,,,,TRUE,anonymity; temporal separation; distinct_sources_other,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,82,,165,,,FALSE,,,FALSE,,,CB-SEM,AMOS,,,,,,,Automated pre-fill; requires human verification; method_variance_pct not reported in PDF,M0737,extract_ebsco_on_hand_batch.py 2026-06-30,
M0739,"Chen, Yanhong (2025) - Leader humility and employee proactivity: sequential affective mediation and the...","Chen, Yanhong ; Zhao, Jingshi ; Jin, Meifen ; Lan, Xiaoyun",2025,Frontiers in Psychology,10.3389/fpsyg.2025.1592148,Frontiers,Frontiers in Psychology,FALSE,,,,TRUE,"self-efficacy Yanhong Chen 1*, Jingshi Zhao 2, Meifen Jin 3 and Xiaoyun Lan 4 1 College of Business Administration, Huaqiao University, Quanzhou, Fujian, China, 2 College of Computing, City University of Hong Kong, Hong; hina, 2 College of Computing, City University of Hong Kong, Hong Kong, China, 3 College of Business Administration, Zhongnan University of Economics and Law, Wuhan, Hubei, China, 4 College of Management, Shanghai Univer; dministration, Zhongnan University of Economics and Law, W",TRUE,TRUE,TRUE,FALSE,,ULMC,unmeasured latent method construct (ulmc),not reported,,FALSE,,,,,,TRUE,anonymity; distinct_sources_other,FALSE,FALSE,TRUE,FALSE,,,,,,,,TRUE,,,,,,,,,,,FALSE,80,,14,,,FALSE,,,FALSE,,,CB-SEM,Mplus,,,,,,,AI-autonomous pre-fill (>=4 key fields); spot-check recommended; method_variance_pct not reported in PDF,M0739,extract_ebsco_on_hand_batch.py 2026-06-30,ai_autonomous
M0745,"Wu, Hao (2025) - The Role of Psychological Contract Breach and Leader-Member Exchange in Sadism a...","Wu, Hao ; Subramaniam, Anusuiya ; Rahamat, Syafiqah",2025,SAGE Open,10.1177/21582440251376462,SAGE,SAGE Open,FALSE,,,,NA,,TRUE,TRUE,FALSE,TRUE,,ULMC,unmeasured latent method construct (ulmc),not reported,,FALSE,,,,,,TRUE,anonymity; temporal separation; counterbalancing,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,350,4,5,1.25,,FALSE,,,FALSE,,,PLS-SEM,AMOS,,,,,,,Automated pre-fill; requires human verification; method_variance_pct not reported in PDF,M0745,extract_ebsco_on_hand_batch.py 2026-06-30,
M0746,"Li, Wenzhen (2024) - Why Do Nurses Work While Sick? An Exploratory Study of Nurse Leaders' Cognitive ...","Li, Wenzhen ; Wang, Wei ; Shan, Geyan ; Wang, Hongxia ; Guo, Shujie ; Li, Yongxin ; Xu, Haibo",2024,Journal of Nursing Management,10.1155/2024/5522654,NA,Journal of Nursing Management,FALSE,,,,FALSE,,TRUE,TRUE,TRUE,FALSE,,ULMC,unmeasured latent method construct (ulmc),not reported,,FALSE,,,,,,TRUE,anonymity,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,,,11,,,FALSE,,,FALSE,,,CB-SEM,Mplus,,,,,,,Automated pre-fill; requires human verification; method_variance_pct not reported in PDF,M0746,extract_ebsco_on_hand_batch.py 2026-06-30,
