article_id,title,authors,year,journal,volume,issue,doi,publisher_outlet,ebsco_an,ebsco_search_position,abstract,ebsco_db,ebsco_plink,cover_date,sources,source_import_file,ebsco_batch,legacy_refid,legacy_final_include,legacy_text_snippet,legacy_mv_pct,legacy_match_method,legacy_match_confidence,screening_status,screening_level1_include,screening_notes,extraction_status,study_order,extraction_file,zotero_key,pdf_path,has_pdf,examination_status,pdf_status,corpus_tier,examination_source,examination_updated_at,notes,created_at,updated_at
M0403,Improving CSR performance by hard and soft means: The role of organizational citizenship behaviours and the internalization of CSR standards.,"Testa, Francesco ; Boiral, Olivier ; Heras‐Saizarbitoria, Iñaki",2018,Corporate Social Responsibility & Environmental Management,25,5,10.1002/csr.1502,Wiley,131778367,,"Abstract: This study analyzes ‘hard’ (i.e. formal structures) and ‘soft’ (i.e. values) determinants of corporate social responsibility (CSR) performance, such as the effectiveness of management systems for CSR and the role of managers' organizational citizenship behaviours. Based on a sample of 130 Italian organizations that adopted management systems according to an international standard, this study shows that CSR performance depends on employees' commitment and the internalization of formalized CSR practices. The study also underlines the role of managers' organizational citizenship behaviours and the importance of leading by example in the substantial implementation of CSR practices. The integrative model proposed in the paper provides an overall picture of both the ‘hard’ and ‘soft’ factors that can explain the effectiveness of CSR management standards. The paper also contributes to the literature on the internalization and key success factors of certifiable management standards. Managerial implications of the main findings and avenues for future research are discussed.",Environment Complete,https://research.ebsco.com/plink/90001c28-c120-3316-a908-6603cc5793cd,Sep2018,ebsco_2026_06_batch5;ebsco_2026_06_batch251_300;ebsco_2026_02,EBSCO-Metadata-06_24_2026-6.csv;EBSCO-Metadata-06_25_2026-1.csv;ebsco_export_50_records.csv,12,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=201-250,2026-06-26,2026-06-26
M0404,"Ethical judgments in the sharing economy: When consumers misbehave, providers complain.","Culiberg, Barbara ; Čater, Barbara ; Abosag, Ibrahim ; Gidaković, Petar",2023,"Business Ethics, the Environment & Responsibility",32,2,10.1111/beer.12520,Wiley,162569915,,"The complex triadic relationships among consumers, providers, and platforms in the sharing economy have led to increasing conflicts in the interactions between the actors involved, especially when it comes to unethical behavior, such as rule breaking by consumers. This paper examines consumer misbehavior from the perspective of their peers, i.e., service providers. In two studies (an experiment and a survey, combined N = 452), we observe a significant positive effect of ethical climate and a significant negative effect of trust in consumers on providers' strictness of ethical judgments of consumer misbehavior and through this on negative word of mouth. Further, the survey results show that the relationship between the strictness of ethical judgments and negative word of mouth is only significant for providers with low or medium levels of trust in the platform. The results highlight the importance of regulating consumer misbehavior in the sharing economy.",Business Source Complete,https://research.ebsco.com/plink/bac799d8-3c8a-39a3-9445-20557367df1e,Apr2023,ebsco_2026_06_batch5;ebsco_2026_06_batch251_300,EBSCO-Metadata-06_24_2026-6.csv;EBSCO-Metadata-06_25_2026-1.csv,12,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=201-250,2026-06-26,2026-06-26
M0405,A Mixed-method Study on the Bright Side of Organizational Change: Role Clarity and Supervisor Support as Resources for Employees' Resilience.,"Bernuzzi, Chiara ; Sommovigo, Valentina ; Maffoni, Marina ; Setti, Ilaria ; Argentero, Piergiorgio",2023,Journal of Change Management,23,2,10.1080/14697017.2023.2172057,Taylor & Francis,163554487,,"This mixed-method study aims to analyze how and when employees' perceptions of positive organizational change may be related to role clarity and resilience and conditional on supervisor support levels. A total of 40 employees participated in focus groups. Thematic analysis revealed that participants perceived differently organizational change, role, supervisor support, and resilience. A total of 178 employees completed questionnaires analyzing perceptions of organizational change, role clarity, resilience, and supervisor support. Quantitative analyses revealed that role clarity mediated the association between employees' perceptions of positive organizational change and resilience. This relationship was enhanced by supervisor support. Overall, the results suggest that employees who positively perceive organizational change may more easily understand their new role and demands, which is positively related to their resilience. When employees perceive being supported by their supervisors, they are more likely to perceive themselves as resilient, even in the face of organizational change. Our results suggest that organizations should adopt a transparent change management communication plan based on employee involvement. MAD statement This study moves an important step forward in both the change management and resilience literature, as it is the first to examine the mechanisms and boundary conditions explaining how and when employees' perceptions of positive organizational change may facilitate resilience. By adopting a positive psychology perspective and a mixed-method design, this study identifies role clarity and supervisor support as two important resources that allow employees to benefit from organizational change. As such, it would contribute to providing new insights on how employee resilience can be enabled during organizational change.",Business Source Complete,https://research.ebsco.com/plink/17e72b3f-d991-301b-a84a-1290fb59c0b4,Jun2023,ebsco_2026_06_batch5;ebsco_2026_06_batch251_300,EBSCO-Metadata-06_24_2026-6.csv;EBSCO-Metadata-06_25_2026-1.csv,12,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=201-250,2026-06-26,2026-06-26
M0406,Relationship Between Student-Perceived Reading Strategy Instruction and Students' Reading Comprehension: A Serial Multiple Mediation Model.,"Qian, Quan ; Zheng, Guomin ; Huang, Xianhan ; Liao, Xian",2023,Reading & Writing Quarterly,39,6,10.1080/10573569.2023.2165464,Taylor & Francis,173437409,,"Based on the model of reading engagement processes within classroom contexts, this research examined the link between student-perceived reading strategy instruction (RSI) and reading comprehension via multiple mediators, including autonomous reading motivation and reading strategy use (RSU), among 5,275 Chinese fourth graders. Multilevel mediation analysis showed that the direct effect of student-perceived RSI on reading comprehension was not significant at the school level but was significant at the student level. Additionally, the indirect effect of student-perceived RSI on reading comprehension through (first) autonomous reading motivation and (second) RSU was significant at both the student and school levels. The results indicate that student-perceived RSI exerts beneficial effects on student reading learning by fostering autonomous reading motivation and RSU. These findings provide pedagogical implications for directions in future reading instruction.",Complementary Index,https://research.ebsco.com/plink/3824c6fd-95e9-3113-a2a6-1716bdf735f8,2023,ebsco_2026_06_batch5;ebsco_2026_06_batch251_300,EBSCO-Metadata-06_24_2026-6.csv;EBSCO-Metadata-06_25_2026-1.csv,12,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=201-250,2026-06-26,2026-06-26
M0407,Enhancing Employee Job Satisfaction Responding to COVID-19: The Role of Organizational Adaptive Practices and Psychological Resilience.,"Han, Zhiyong ; Wang, Dan ; Jiang, Chuanyun ; Zhang, Yuliang",2023,Psychology Research & Behavior Management,16,,10.2147/prbm.s432982,NA,174449446,,"Purpose: The COVID-19 pandemic has dramatically affected all aspects of people's lives and work, negatively impacting personal well-being and job satisfaction. Based on the conservation of resources theory, this study examines the relationship of organizational adaptive practices (OAP) responding to COVID-19 and psychological resilience (PR) with employee job satisfaction (JS) while incorporating the mediating role of emotional exhaustion (EE).Methods: We surveyed 340 employees from China through an online questionnaire, which was used under convenience sampling and finally recovered a valid sample size of 314. We used SPSS and AMOS to analyze the correlation and hypothesis testing of the collected data through structural equation modelling (SEM) and bootstrapping.Results: Both OAP and PR facilitate JS and inhibit employee EE. EE negatively predicted employee JS. EE mediated both the relationship between OAP and subordinate JS and the relationship between PR and subordinate JS.Conclusion: The study provides a new perspective on increasing JS during the COVID-19 pandemic, thereby expanding the scope of the antecedents of employee JS in crisis situations. It also reveals the mediating role of EE and deepens the research on the mechanism by which OAP and PR affect individuals, providing practical guidance for organizations to improve employee satisfaction in sudden public crisis situations.",Complementary Index,https://research.ebsco.com/plink/975f9499-7891-39c1-b533-faa6a079263a,Nov2023,ebsco_2026_06_batch5;ebsco_2026_06_batch251_300,EBSCO-Metadata-06_24_2026-6.csv;EBSCO-Metadata-06_25_2026-1.csv,12,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=201-250,2026-06-26,2026-06-26
M0408,"Psychological empowerment, work addiction, and burnout among mental health professionals.","Sun, Ruimei ; Yang, Hong Mian ; Chau, Cornelia T. J. ; Cheong, Im Sin ; Wu, Anise M. S.",2023,Current Psychology,42,29,10.1007/s12144-022-03663-1,Springer,172440776,,"As job burnout is a world-wide phenomenon that threatens employees' wellbeing in various occupations, researchers and managers are exploring potential protective factors against burnout, such as psychological empowerment. However, the complex interplay between psychological empowerment components (i.e., self-determination and impact) and work addiction, which is also associated with burnout, remained unknown, especially among mental health professionals (MHPs) who are vulnerable to burnout. This study hence aims to (1) investigate the associations between psychological empowerment components and MHPs' burnout and (2) examine the mediating role of work addiction in such associations. A total of 199 fulltime MHPs recruited in Macao, China completed an online questionnaire survey. Results of the path analysis showed that the hypothesized mediation effects of work addiction on the associations between psychological empowerment components (i.e., self-determination and impact) and burnout were statistically significant. In the path model, work addiction was positively associated with burnout. Self-determination was negatively linked to both work addiction and burnout. Impact was positively associated with work addiction while its direct effect on burnout was nonsignificant. Under the theoretical framework of job demands-resources model, our findings revealed not only the risk-enhancing direct and mediation role of work addiction in burnout development, but also different mechanisms of specific psychological empowerment components involved in such mediation. Both the management and workers should collaboratively develop work environments that allow MHPs a high degree of autonomy, which increases self-determination, and implement workplace-based interventions that can protect MHPs from work addiction and burnout.",Complementary Index,https://research.ebsco.com/plink/6ff69ad9-f1a9-3c7d-ac7e-804f8cc64f7a,Oct2023,ebsco_2026_06_batch5,EBSCO-Metadata-06_24_2026-6.csv,5,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=201-250,2026-06-26,2026-06-26
M0409,Salesperson Solution Involvement and Sales Performance: The Contingent Role of Supplier Firm and Customer–Supplier Relationship Characteristics.,"Panagopoulos, Nikolaos G. ; Rapp, Adam A. ; Ogilvie, Jessica L.",2017,Journal of Marketing,81,4,10.1509/jm.15.0342,NA,125210190,,"Salespeople play a crucial role in their firms’ efforts to provide customer solutions. However, little research has examined how salesperson involvement in customer solutions can be conceptualized, whether it pays off, and what boundary conditions might heighten its performance effects. This study addresses these gaps and offers a conceptualization of salesperson solution involvement by focusing on the set of salesperson-related activities that enact the four relational processes inherent in customer solutions. The authors collect a unique data set that includes a wide range of firms, industries, and countries, as well as the perspectives of both salespeople and customers, across five studies. Results validate the stability of the conceptualization across contexts. They also reveal that salesperson solution involvement is systematically related to increases in both subjective and objective, time-lagged measures of sales performance. Finally, results show that the performance effects of salesperson solution involvement are amplified under higher levels of firm’s product portfolio scope, sales unit cross-functional cooperation, and customer–supplier relationship tie strength. Surprisingly, customer adaptiveness is not found to moderate the performance effects of salesperson solution involvement.",Business Source Complete,https://research.ebsco.com/plink/e2e619c0-2495-3e68-ad0e-fbbd25602f94,Jul2017,ebsco_2026_06_batch5,EBSCO-Metadata-06_24_2026-6.csv,5,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=201-250,2026-06-26,2026-06-26
M0410,Inferring Corporate Motives: How Deal Characteristics Shape Sponsorship Perceptions.,"Woisetschläger, David M. ; Backhaus, Christof ; Bettina Cornwell, T.",2017,Journal of Marketing,81,5,,NA,125210210,,"Sponsoring joins brands with sports, the arts, and events in mutually beneficial partnerships. In the context of sports, the authors examine how sponsorship deal characteristics affect consumer inferences, attitudes, and behavioral intentions toward a sponsor and a sport property in a partnership. The authors develop a conceptual framework that links a holistic set of sponsorship deal characteristics (i.e.,contract length, regional proximity of the sponsor,sponsorship fee, and sponsorship type) to individual consumer perceptions. Study 1 tests the framework in afield study of 2,787 consumers across 44 sponsorships. Study 2 largely confirms the findings of the field study in an experimental study. Overall, the results show that regionally proximate and long-term partnerships benefit as consumers make positive inferences about partnership fit and sponsor motives. In contrast, consumers associate high sponsorship fees,international sponsors, and naming-rights relationships with calculative motives and perceive these factors negatively. For managers,finding that sponsorship deal characteristics matter is important not only for sponsor–property relationships but also for relationships between the sponsoring brands and consumers.",Business Source Complete,https://research.ebsco.com/plink/f0fcf571-c1d4-3296-bde3-969239800c91,Sep2017,ebsco_2026_06_batch5;ebsco_2026_02,EBSCO-Metadata-06_24_2026-6.csv;ebsco_export_50_records.csv,5,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=201-250,2026-06-26,2026-06-26
M0411,Developing Managerial Dynamic Capabilities: A Quasi-Experimental Field Study of the Effects of Design Thinking Training.,"Kurtmollaiev, Seidali ; Pedersen, Per egil ; Fjuk, Annita ; Kvale, Knut",2018,Academy of Management Learning & Education,17,2,10.5465/amle.2016.0187,NA,130354378,,"Deeply rooted in practice, design thinking lacks theory-driven empirical research on its effects. In this article, we combine the practical experience of design thinking with the theoretical advances of the dynamic capabilities framework. We examine how training team leaders in design thinking can develop their managerial sensing, seizing, and transforming capabilities; stimulate innovation in their teams; and influence team operational capability. We test the model using a quasi-experimental field study with a control group and a 4-month time lag. The intervention is a design thinking training program presented in six geographically isolated business units of a large multinational telecommunications company. We found that the training had a positive effect on the participants’ sensing and seizing capabilities, which had a positive effect on their transforming capability, team innovation output, and team operational capability. These positive effects were paralleled by a direct negative effect of the training on the operational capabilities of the participants’ teams.",Business Source Complete,https://research.ebsco.com/plink/1da48ea2-4b90-3203-830b-eb0f58c52571,Jun2018,ebsco_2026_06_batch5;ebsco_2026_02,EBSCO-Metadata-06_24_2026-6.csv;ebsco_export_50_records.csv,5,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=201-250,2026-06-26,2026-06-26
M0412,"The association between social support provision, psychological capital, subjective well-being and sense of indebtedness among undergraduates with low socioeconomic status.","Xin, Zhongyi",2023,BMC Psychology,11,1,10.1186/s40359-023-01325-w,Springer,172360870,,"Background: Social support consists of receipt and provision in the interpersonal exchange process. Many studies have explored and verified the effect of received social support. This study focuses on whether and when social support provision can benefit the providers' positive psychological capital and subjective well-being. Methods: A sample of 732 Chinese undergraduates with low socioeconomic status completed questionnaires on social support provision, psychological capital, life satisfaction, positive affect, negative affect, and sense of indebtedness. Results: The correlation and regression analyses showed that impoverished college students' social support provision was positively associated with life satisfaction, positive affect, and psychological capital and negatively associated with negative affect. The interaction between the sense of indebtedness and social support provision was negatively associated with life satisfaction, positive affect, and psychological capital, not significantly associated with negative affect. Conclusion: The results demonstrated that giving social support can be as beneficial as receiving social support, and the sense of indebtedness can limit the benefits. Individuals with a lower sense of indebtedness are more likely to benefit from social support provision. The findings have implications for marginalized groups' subjective well-being and positive psychological capital and show the necessity of guiding individuals to provide social support while maintaining their autonomy.",Complementary Index,https://research.ebsco.com/plink/48565281-f6db-34cc-8bbe-6774f6c0e7a1,9/27/2023,ebsco_2026_06_batch5,EBSCO-Metadata-06_24_2026-6.csv,5,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=201-250,2026-06-26,2026-06-26
M0413,Engaging with intelligent voice assistants for wellbeing and brand attachment.,"Prentice, Catherine ; Loureiro, Sandra Maria Correia ; Guerreiro, João",2023,Journal of Brand Management,30,5,10.1057/s41262-023-00321-0,NA,170899684,,"The study draws upon the theories of self-determination and motivation of expectancy to examine how intrinsic motives drive consumers to engage with artificial intelligence (AI) powered intelligent voice assistants (IVAs). The study also explores how consumer engagement leads to their wellbeing and attachment to these AI gadgets and their associated brands. Engagement in this study refers to consumers' usage and involvement with IVAs. Subject wellbeing was modeled as a mediator between consumer engagement and brand attachment. The research was conducted in the USA with respondents who had owned and used at least one type of IVAs (e.g., Siri, Google Home, Alexa). A range of statistical procedures including structural equation modeling were undertaken to assess the proposed relationships. The results show that the consumer's need for autonomy, sense of competence, and relatedness are significantly related to IVA engagement. Consumer wellbeing also had a significant mediation effect on the relationship between engagement and brand attachment. The study is the first to link consumer engagement, individual wellbeing, and brand attachment. The study contributes to positive psychology and branding research by integrating mental health and branding effects. The findings have implications for marketing and psychology practitioners.",Complementary Index,https://research.ebsco.com/plink/5e21640f-9626-3a0f-8974-ad682dc593dc,Sep2023,ebsco_2026_06_batch5,EBSCO-Metadata-06_24_2026-6.csv,5,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=201-250,2026-06-26,2026-06-26
M0414,The Influence of Authoritarian-Benevolent Leadership on Subordinates' Work Engagement: A Social Information Processing Perspective.,"Zhou, Chengxu ; Yu, Guilan ; Meng, Ying ; Li, Ang",2023,Psychology Research & Behavior Management,16,,10.2147/prbm.s422961,NA,172772245,,"Purpose: The dynamic and complex external environment calls for leaders to be both benevolent and authoritarian to cope with the mutually exclusive demands in the management process. But few research paid attention to the dark side of leaders' inconsistent behaviors on employees' work outcomes. Based on social information processing theory, this study investigated the impact of authoritarian-benevolent leadership on subordinates' work engagement and explored the mediating role of leader-member exchange ambivalence and the moderating role of trait mindfulness.Methods: A two-wave time-lagged survey approach was employed and data from 309 employees from three Chinese companies were collected. R 4.2.1 and SPSS 26.0 were used to test our hypotheses.Results: The findings demonstrated how subordinates were influenced in their work engagement by authoritarian-benevolent leadership and leader-member exchange ambivalence and emphasized the value of maintaining a high level of trait mindfulness. This study indicated that (1) authoritarian-benevolent leadership was negatively associated with work engagement, which was mediated by leader-member exchange ambivalence; (2) subordinates' trait mindfulness moderated the relationship between leader-member exchange ambivalence and work engagement; (3) the indirect effect of authoritarian-benevolent leadership on subordinates' work engagement through leader-member exchange ambivalence was moderated by subordinates' trait mindfulness.Conclusion: This study reveals the dark side of authoritarian-benevolent leadership and deepens our understanding of the mechanism underlying the effect of authoritarian-benevolent leadership on subordinates' work engagement from a new theoretical perspective. Practical implications are provided for managers to effectively develop authoritarian-benevolent leadership skills and improve subordinates' work engagement.",Complementary Index,https://research.ebsco.com/plink/27baf91a-f337-34a0-883f-fd774673f32c,Sep2023,ebsco_2026_06_batch5,EBSCO-Metadata-06_24_2026-6.csv,5,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=201-250,2026-06-26,2026-06-26
M0415,The effect of CEO entrepreneurial passion on family firm entrepreneurial orientation: does generational stage matter?,"Vanhees, Rik ; Schepers, Jelle ; Vandekerkhof, Pieter ; Michiels, Anneleen",2023,Management Decision,61,7,10.1108/md-07-2022-0944,Emerald,164681512,,"Purpose: The purpose of this study is to explore to what extent passionate family chief executive officers (CEOs) increase the entrepreneurial orientation (EO) of the family firm. More specifically, the authors investigate the impact of the family CEO's entrepreneurial passion (EP) on the firm's EO and explore whether the generational stage of the family CEO alters this relationship. Design/methodology/approach: A multiple moderated regression model was used to test the hypothesized relationships, based on a unique sample of 140 private Belgian family firms. All respondent CEOs are members of the controlling family, meaning they are in a unique position to influence firm-level outcomes. Findings: The results reveal a significant positive effect of a CEO's EP on the family firm's EO. The generational stage of the family CEO moderates the EP-EO relationship, so the positive effect is strongest in first-generation family CEOs and becomes negative in third- or later-generation CEOs. Originality/value: This research builds on insights from imprinting and upper echelon theory to explore how the EP of the family CEO impacts the family firm's EO. This study thereby contributes to research regarding the antecedents of EO and introduces the concept of EP in a family firm context. The present study further contributes to the literature on imprinting, as it empirically shows how the EP-EO relationship differs depending on the generational stage of the family CEO. In a family firm context, the generational stage acts as a contingency variable, determining the dominant theory (i.e. upper echelon or imprinting theory) in explaining the EP-EO relationship.",Complementary Index,https://research.ebsco.com/plink/44b32724-e353-330c-bc95-c4c26e896ad8,2023,ebsco_2026_06_batch5,EBSCO-Metadata-06_24_2026-6.csv,5,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=201-250,2026-06-26,2026-06-26
M0416,"The Effects of Privacy and Data Breaches on Consumers' Online Self-Disclosure, Protection Behavior, and Message Valence.","Foo Nin Ho ; Nga Ho-Dac ; Huang, J. Sonia",2023,SAGE Open,13,3,10.1177/21582440231181395,SAGE,174482560,,"This study investigates Facebook users' perceived benefits and risks on their self-disclosure, likelihood of protection behavior and message valence before, during and after its data breach scandal. A framework based on Protection Motivation Theory was used to test these relationships with trust as a mediator. The model was tested using data from three national consumer panel surveys. The results show that while there is temporal invariance in the model structure, Facebook users are more cautious of the risks and are more likely to engage in protection behavior due to the data breach. However, users are also more likely to weigh the benefits of social media higher than the perceived risks, which supports the consumer privacy paradox. Implications from this study such as consumer protection, privacy laws, private and public policies, and regulations are discussed.",Complementary Index,https://research.ebsco.com/plink/671d45a6-11ca-34d0-b887-cf78bfc4fa95,Jul-Sep2023,ebsco_2026_06_batch5,EBSCO-Metadata-06_24_2026-6.csv,5,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=201-250,2026-06-26,2026-06-26
M0417,"Managers' compassionate goals, innovation, and firm performance: an examination of mediating processes, and boundary conditions in small‐ and medium‐sized enterprises.","Montani, Francesco ; Staglianò, Raffaele ; Sommovigo, Valentina ; Setti, Ilaria ; Giorgi, Gabriele",2023,R&D Management,53,1,10.1111/radm.12549,Wiley,160719074,,"This study aims to examine the relationships of managers' compassionate goals with innovation and performance in small‐ and medium‐sized enterprises (SMEs). By integrating social exchange theory with social information processing theory, we hypothesize a serial mediation model in which organizational cooperation and firm innovation sequentially mediate a positive relationship between managers' compassionate goals and firm performance. However, we predict that this positive indirect effect would occur only when managers have low self‐image goals and there is a high innovation‐supportive work environment. Based on survey data from a sample of 116 SMEs in France, our results provide support for our predictions. This study contributes to the literature by disclosing the mechanisms and boundary conditions of the relationship of managers' compassionate goals with SMEs' innovation and performance. Theoretical and managerial implications of this study are discussed.",Business Source Complete,https://research.ebsco.com/plink/258c9ef3-2781-329b-a2c1-b12d58cc3093,Jan2023,ebsco_2026_06_batch5,EBSCO-Metadata-06_24_2026-6.csv,5,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=201-250,2026-06-26,2026-06-26
M0418,Test of a sequential mediation model of green management innovation.,"Karatepe, Osman M. ; Dahleez, Khalid ; Jaffal, Tahani ; Aboramadan, Mohammed",2023,Service Industries Journal,43,5/6,10.1080/02642069.2022.2164274,Taylor & Francis,162900296,,"Drawing from servant leadership, organizational support, and conservation of resources theories, our paper tests a sequential model of green management innovation (GMI). Specifically, our paper assesses: (a) the effect of green servant leadership (GSL) on GMI; (b) perceived organizational support for the environment (OSE) as a mediator between GSL and GMI; (c) green knowledge sharing as a mediator of the link between GSL and GMI; and (d) perceived OSE and green knowledge sharing as the sequential mediators linking GSL to GMI. Data were collected in different service settings. The results from structural equation modeling reveal that perceived OSE and green knowledge sharing serially and completely mediate the effect of GSL on GMI. In an environment where there are GSL practices, employees have favorable perceptions of OSE and display green knowledge sharing behaviors to boost GMI. The authors discuss the aforesaid findings and offer implications for managers and future research.",Business Source Complete,https://research.ebsco.com/plink/bd667e83-ed7f-3df5-9ed1-f8c68b99a201,Mar/Apr2023,ebsco_2026_06_batch5,EBSCO-Metadata-06_24_2026-6.csv,5,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=201-250,2026-06-26,2026-06-26
M0419,Does green inclusive leadership promote hospitality employees' pro-environmental behaviors? The mediating role of climate for green initiative.,"Thabet, Wael Mohammed ; Badar, Kamal ; Aboramadan, Mohammed ; Abualigah, Ahmad",2023,Service Industries Journal,43,1/2,10.1080/02642069.2022.2120982,Taylor & Francis,161245525,,"Drawing on social learning and social information processing theories, this study proposes and tests a model of the association of green-inclusive leadership on pro-environmental behaviors (task-related pro-environmental behavior (PEB) and organizational citizenship for the environment) through climate for green initiative. Using data collected in two waves from 254 employees working in the hospitality industry (restaurants) and utilizing structural equation modeling, our results suggest that green-inclusive leadership is a promising leadership style in encouraging task-related PEB and organizational citizenship for the environment (OCBE). The results also suggest that climate for green initiative is an effective underlying mechanism between the green-inclusive leadership-pro-environmental behaviors linkages. Our model is novel in that the associations proposed and tested were not investigated before. Furthermore, the research is the first of its kind to introduce climate for green initiative in the research of pro-environmental management practices. Discussion, implications and limitations are presented.",Business Source Complete,https://research.ebsco.com/plink/9c1a0617-f4ff-3ff1-9a90-7bc1dcb59c44,Jan2023,ebsco_2026_06_batch5,EBSCO-Metadata-06_24_2026-6.csv,5,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=201-250,2026-06-26,2026-06-26
M0420,The effect of product touch information and sale proneness on consumers' responses to price discounts.,"Yazdanparast, Atefeh ; Kukar‐Kinney, Monika",2023,Psychology & Marketing,40,1,10.1002/mar.21755,Wiley,160591071,,"Since price discounts are costly and can negatively affect consumers' perceptions of quality, it is crucial to identify the factors that make them effective in stimulating purchase behavior. Drawing on cue utilization theory, we examine price discount effectiveness in affecting consumers' reliance on the sale cue based on the provided product touch information as an intrinsic cue and individual consumer differences in sale proneness. Two experimental studies indicate that price discount information, product touch information, and sale proneness interact to determine consumers' responses. Perceived quality is the underlying mechanism behind the observed effects. For nonsale‐prone consumers, product touch information favorably influences responses to large price discounts by addressing product quality concerns and enhancing purchase confidence, but has no effect for regularly priced or low discounted products. For sale‐prone consumers, product touch information is not effective in increasing their responses regardless of the discount size. A qualitative study provides support for these results and highlights the role of perceived quality and purchase confidence. The research contributes to behavioral pricing, cue utilization theory, and sensory marketing and suggests that marketing managers should provide consumers with product touch information when implementing high discounts for products for which prepurchase touch is important.",Business Source Complete,https://research.ebsco.com/plink/26bd50ee-cf4f-31bf-a7d7-467fefe57483,Jan2023,ebsco_2026_06_batch5,EBSCO-Metadata-06_24_2026-6.csv,5,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=201-250,2026-06-26,2026-06-26
M0421,Do Past Perceptions Shape Future Behaviors? Subjective Value and Behavior Styles in a Multi‐Round Negotiation.,"Lu, Wenxue ; Ren, Wenhui ; Guo, Wenqian",2018,Negotiation & Conflict Management Research,11,1,10.1111/ncmr.12113,Wiley,127525247,,"Abstract: This study examines how negotiation subjective value (SV)—relationship SV, process SV, instrumental SV, and self‐SV—in a previous round affects negotiation behavior styles—integrating, compromising, obliging, avoiding, and dominating—in the next round through two studies. Study 1 asked the respondents to complete a questionnaire based on a recalled multi‐round negotiation, and 169 samples were valid. In Study 2, 205 participants totally filled out the questionnaire after a simulated negotiation. Both results point out as follows: (a) relationship SV positively relates to all five negotiation styles, and its relationship with integrating, compromising, obliging, and avoiding styles is strongest among four branches of SV; (b) process SV is only positively related to integrating; (c) instrumental SV negatively relates to uncooperative styles—avoiding and dominating—and the relationship with dominating style is strongest; (d) self‐SV relates to both integrating and dominating which looks like incompatible. We finally discuss the implications, limitations, and future research.",SocINDEX with Full Text,https://research.ebsco.com/plink/4a3fc58b-af9b-3707-99dc-66fae337565b,Feb2018,ebsco_2026_06_batch5;ebsco_2026_02,EBSCO-Metadata-06_24_2026-6.csv;ebsco_export_50_records.csv,5,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=201-250,2026-06-26,2026-06-26
