Refid,level1_user,Q1.1,Q1.2,Q1.3,management_domain,empirical_ulmc,not_pls,level1_include,text_extraction,author_fit_claims,ulmc_improves_fit,method_variance_pct,author_conclusion,ulmc_in_final,final_include,source,extraction_date
156,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"To assess the discriminant validity of our study measures, we conducted a confirmatory factor analysis (CFA) using AMOS 5.0. We compared fit indices of the four-factor model (individual trait PA, team commitment, job satisfaction, and OCB) and the three-factor model that combined two con- structs of work attitudes (team commitment and job satis- faction) as one factor. Additionally, we included a single common method factor in our CFA model to control for the effects of a single unmeasured latent method factor (i.e., the possible common method bias), as recommended by Podsakoff, MacKenzie, Lee and Podsakoff (2003). The chi- square (c2) test of the two models demonstrated that the four-factor model (c2 = 137.84, d.f. = 48, CFI = 0.95, TLI = 0.91, RMSEA = 0.09) yielded a better factor structure than did the three-factor model (c2 = 230.05, d.f. = 49, CFI = 0.89, TLI = 0.83, RMSEA = 0.12; D c2 = 92.21, D d.f. = 1, p < 0.001). These CFA results indicate that our measures of the study variables had sufficient discriminant validity.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,No,NA,The authors do not provide a conclusion regarding the role of common method bias,The model testing here is suspicious. The authors are not explicitly about comparing their proposed model to one involving the ULMC.,TRUE,legacy_distillersr,2022-2023
157,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
158,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
159,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"We applied statistical remedies to account for common method biases (Podsakoff et al. 2012) that may undermine the empirical validity of results. Three a priori models of the variables included in our hypotheses were compared: a one-factor model, in which all items loaded on a common factor, was tested against a full measurement four-factor model, in which the items loaded on their respective factor (i.e., authentic leadership, leader work–life balance, fol- lower work–life balance, job satisfaction), and a five-factor model, in which all items were further constrained to load equally on an unmeasured latent method factor. For each model, we report the v2 value, degrees of freedom, and probability value, as well as one index to describe incre- mental fit (i.e., the comparative fit index, CFI) and one residual-based fit index (i.e., the root mean square error of approximation, RMSEA), and the standardized root mean square residual (SRMR). Approximate fit indices are used for evaluative model comparisons as indicated in the lit- erature (Goffin 2007). The following standards were applied: CFI greater than .90, RMSEA equal to or lower than .06, SRMR equal to or lower than .08 (Nye and Drasgow 2011; Hu and Bentler 1998, 1999), and the Bayesian Information Criterion (BIC) with lower values indicating better fit (Preacher and Merkle 2012). CFA with maximum likelihood estimation yielded the following results. Comparing the one-factor model (v2(299, 121) = 1031.717, p \ .001, RMSEA = .142, SRMR = .108, CFI = .650, BIC = 8656.249) to the four-factor model (v2 (293, 121) = 534.490, p \ .001, RMSEA = .083, SRMR = .066, CFI = .885, BIC = 8187.796), indicators point to the fact that overall the four-factor model fits the data better (v2diff = 497.23, p \ .001). Comparing the four-factor model and the five-factor model with an unmeasured latent method factor (v2(288, 121) = 475.396, p \ .001, RMSEA = .073, SRMR = .073, CFI = .910, BIC = 8152.682), the five-factor model showed a better fit (v2diff = 59.093, p \ .001). Overall, we acknowledge that an unmeasured latent method factor influenced our data. However, the theoretically derived four- factor model was only slightly inferior to the five-factor model, and was clearly better suited to fit the data than a one- factor model, which did not differentiate between the vari- ables of interest. Based on the empirical evidence and our theoretical reasoning, we conclude that data related to the four factors provide meaningful information.",The inclusi&oacute;n of a ULMC did improve the fit of the model,No,NA,Whether common method bias is or is not a significant threat to the study conclusions remains unclear,NA,TRUE,legacy_distillersr,2022-2023
160,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"We applied statistical remedies to account for common method biases (Podsakoff et al. 2012) that may undermine the empirical validity of results. Three a priori models of the variables included in our hypotheses were compared: a one-factor model, in which all items loaded on a common factor, was tested against a full measurement four-factor model, in which the items loaded on their respective factor (i.e., authentic leadership, leader work–life balance, fol- lower work–life balance, job satisfaction), and a five-factor model, in which all items were further constrained to load equally on an unmeasured latent method factor. For each model, we report the v2 value, degrees of freedom, and probability value, as well as one index to describe incre- mental fit (i.e., the comparative fit index, CFI) and one residual-based fit index (i.e., the root mean square error of approximation, RMSEA), and the standardized root mean square residual (SRMR). Approximate fit indices are used for evaluative model comparisons as indicated in the lit- erature (Goffin 2007). The following standards were applied: CFI greater than .90, RMSEA equal to or lower than .06, SRMR equal to or lower than .08 (Nye and Drasgow 2011; Hu and Bentler 1998, 1999), and the Bayesian Information Criterion (BIC) with lower values indicating better fit (Preacher and Merkle 2012). CFA with maximum likelihood estimation yielded the following results. Comparing the one-factor model (v2(299, 121) = 1031.717, p \ .001, RMSEA = .142, SRMR = .108, CFI = .650, BIC = 8656.249) to the four-factor model (v2 (293, 121) = 534.490, p \ .001, RMSEA = .083, SRMR = .066, CFI = .885, BIC = 8187.796), indicators point to the fact that overall the four-factor model fits the data better (v2diff = 497.23, p \ .001). Comparing the four-factor model and the five-factor model with an unmeasured latent method factor (v2(288, 121) = 475.396, p \ .001, RMSEA = .073, SRMR = .073, CFI = .910, BIC = 8152.682), the five-factor model showed a better fit (v2diff = 59.093, p \ .001). Overall, we acknowledge that an unmeasured latent method factor influenced our data. However, the theoretically derived four- factor model was only slightly inferior to the five-factor model, and was clearly better suited to fit the data than a one- factor model, which did not differentiate between the vari- ables of interest. Based on the empirical evidence and our theoretical reasoning, we conclude that data related to the four factors provide meaningful information.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,Yes,25,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
161,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"We used several procedural techniques (e.g., proximal separation of theoretically related items, use of reverse-coded items) to reduce common method bias, which can threaten the validity of self- reported data (Podsakoff et al., 2003). We also applied the unmeasured latent method factor technique (Podsakoff et al., 2003) and replicated the structural model of this study, adding a common method factor (latent variable) to all the indicators of the model. Next, we compared the method factor loadings with the indicators' substantive factor loadings. The average of the indicators' substantive explained variance is 0.477, while the average method variance is 0.015. Thus, due to its small magnitude (.015/.477=3.15%), common method variance is unlikely to be a serious threat in this study.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,Yes,3.15,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
162,chriscastille6,Yes,Yes,Yes,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
163,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"As with all self-reported data, there is the possibility of common method variance. To remedy this problem, we conducted two tests that determined the extent of common method variation in the current analysis. First, Harman’s (1976) one-factor test, as suggested by Pod- sakoff and Organ (1986), was conducted. A factor analysis using all items led to the extraction of five distinct factors that accounted for 69.12% of the total variance, with the first factor explaining 30.06% of the variation. This result suggests that the common method effects do not seriously distort the results observed in this study. To further con- firm this result, a single unmeasured latent method factor, used by Pod- sakoff, MacKenzie, Lee, and Podsakoff (2003), was also used. Results showed that while the common method factor did improve model fit, it accounted for 18.78% of the total variance. This variance is far less than the 25% recommended by Williams, Cote, and Buckley (1989). Hence, the results of these tests suggest that common method var- iance is not pervasive enough to distort the effect of the results.",The inclusi&oacute;n of a ULMC did improve the fit of the model,Yes,18.78,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
164,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Our study is not without limitations. First, and although we collected data at two separate time points, all our data comes from a single source, which raises concerns about common method variance (CMV). CMV might have particularly inflated the relationships between the variables measured at Time 1. However, there are three reasons that minimize our concerns: (a) CFA supported the distinctiveness of the constructs; (b) CMV does not generate artificial interaction effects – at most it deflates them, making them more difficult to identify (Lai, Li and Leung, 2013); and (c) we tested the impact of includ- ing an unmeasured latent method factor in the measurement model in order to assess the weight of CMV (Podsakoff, MacKenzie and Podsakoff, 2012). As expected, the model with the CMV factor presented a better fit to the data (χ 2 (53) = 98.79; CFI = 0.97; RMSEA = 0.06; SRMR = 0.05; χ2(29) = 54.88, p < 0.05). However, the variance explained by the CMV factor was 1.95%, demonstrating its small weight compared to the 25% threshold (Williams, Cote and Buckley, 1989).",The inclusi&oacute;n of a ULMC did improve the fit of the model,Yes,1.95,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
165,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"However, because data were collected at the same time with self-report scales, common method bias problems may arise and inflate the patterns of relationships among the study variables. Following Podsakoff, Mackenzie, Lee and Podsakoff’s [42] statistical recommendations, we therefore used the unmeasured latent method factor approach to control for the effects of common method variance. This approach was chosen because it does not require specifying the source of method bias, and it controls for any systematic variance among the items that is independent of the covariance because of the constructs of interest [42]. Thus, this technique is particularly recommended when the specific source of the method bias is unknown or cannot be measured [40], as in our study. Accordingly, a common method factor was added to the hypothesized three-factor model, to assess the potential increase in model fit that would be obtained from accounting for the unmeasured method factor. The model provided a better fit to the data than the same model without the method factor: χ2 (9) = 8.88, CFI = 1.00; RMSEA = 0.00; SRMR = 0.01; AIC = 15016.7; ∆ χ2 (8) = 148.02, p < 0.01. Nonetheless, the method factor accounted for 17% of total variance, which is below the average portion of variance (26%) reported in self-report studies [39,40]. We can therefore conclude that common method bias is unlikely to be a serious threat in our study.",The inclusi&oacute;n of a ULMC did improve the fit of the model,Yes,17,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
166,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"n addition, we used Harman’s one-factor test to check for common method variance (CMV), which may be caused by self-report single source data. If CMV is a serious problem, a single factor should emerge from a factor analysis (Scott & Bruce, 1994). This means that if the one-factor model fits the data well in CFA, we would expect a severe impact of CMV on our results (Podsakoff, MacKenzie, Lee, & Podsakoff, 2003). The CFA results (see Table 1) showed that the one-fac- tor model did not fit the data adequately (χ2[df = 119] = 1137.10, χ2/df = 9.56, SRMR = .16, RMSEA = .18, CFI = .57), suggesting that CMV might not be a signif- icant issue in our study. To further reduce this concern, we followed past research (e.g. Castanheira, 2015; Podsakoff et al., 2003) to conduct a more rigorous test. Specifically, we tested a three-factor model with the addition of an unmeasured latent method factor. In this method model, all items loaded on their correspond- ing constructs as well as on this method factor. Results (see Table 1) demon- strated a good fit for this model (χ2[df = 99] = 201.15, χ2/df = 2.03, SRMR = .04, RMSEA = .06, CFI = .96). Despite the identical observed items for both models, the three-factor model cannot be nested within the model with a method factor (Castanheira, 2015), thus the change in CFI was used for comparison. Since the CFI change was .03, which is smaller than the rule of thumb of .05 proposed by Bagozzi and Yi (1990), the influence of the method factor could be regarded as not significant. In addition, although the method factor slightly increased the model fit, the explanatory power of this factor accounted for only 22.94% of the method variance, which is less than 25–40% that prior scholars suggested and observed to be reasonable (Williams, Cote, & Buckley, 1989). These analyses indicated that CMV was less likely to severely distort our results.",The inclusi&oacute;n of a ULMC did improve the fit of the model,Yes,22.94,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
167,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Fifth and finally, we used the unmeasured latent method construct (ULMC) approach as recommended by Podsakoff et al. (2003) to detect CMV. In this approach, the ULMC only loads on all items of the latent variables (Podsakoff et al., 2003). Adding the ULMC enhanced the fit of the model (see Table 2). This enhancement can be explained by the fact that this model has more parameters and fewer degrees of freedom (Ng & Feldman, 2013). According to Brammer, He, and Mellahi (2015), CMV can be excluded when the items of corresponding variables load higher than.50 and the loadings on the ULMC either should be smaller than those on the latent variables or non-significant. Table 2 shows that the standardized factor loadings of our constructs are all signifi- cant and all above.50 except for ABS3 (.47). All standardized factor loadings of the ULMC are considerably below the threshold of.50 (Hair et al., 2010). Again, the exception is the standardized factor loading ABS3 on the ULMC (.63). Moreover, only one factor loading of the ULMC is significant (ABS3) and 14 are non-signifi- cant. This suggests CMV to be present. The threshold of.50 (Hair et al., 2010) was not exceeded regarding the AVE of the ULMC (AVE =.0490) and 4.90 % of the variance was accounted for by CMV. Concern about inflated relationships would come up if CMV would reach a percentage of 70 % (Fuller, Simmering, Atinc, At- inc, & Babin, 2016). From the ULMC approach, it can be concluded that CMV is present, however it does not pose a serious threat to the data in the present study (Conway & Lance, 2010; Podsakoff et al., 2003).",The inclusi&oacute;n of a ULMC did improve the fit of the model,Yes,4.9,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
168,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"CMV was also assessed by including an unmeasured latent method factor in the measurement model (i.e., all the items were allowed to load on the method factor along with their hypothesized latent factor). All factor loadings on the latent method factor were nonsignificant. Akaike’s Information Criterion and Bayesian Information Criterion indicate a worse model fit than that of the model excluding the CMV variables. Thus, we conclude that CMV was limited in this study.",The inclusion of a ULMC harmed the fit of the model (the fit of the proposed model was superior),No,NA,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
169,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
170,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"ne of the most critical problems in survey‐based research which mea- sures dependent and independent variables from the same source is certainly common method variance. It is defined as variance that is attributable to the measurement method rather than to the construct of interest (Campbell & Fiske, 1959). Therefore, it could produce biased results. Since we used self‐reported data and all variables are measured using the same source, we need to control for the presence of common method variance and whether it has generated any sys- tematic error. Among business researchers, there is an ongoing debate on the problems deriving from common method variance (Richardson, Simmering, & Sturman, 2009). For instance, a recent work from Fuller, Simmering, Atinc, Atinc, and Babin (2016) has empirically demon- strated that common method variance is able to produce a systematic, and negative, effect only when it is present at relatively high levels, and these cases are not very common in practice. However, we tested for the presence of common method variance by performing two statistical techniques. First of all, we checked whether common method variance affects our data by performing the controversial Harman's single‐factor post‐hoc test (Podsakoff & Organ, 1986). Even if the reliability of this test was considered questionable (Podsakoff et al., 2003), Fuller et al. (2016) have shown that these criti- cisms are partially unfounded. Moreover, they found that false‐negative cases (when the Harman test indicates that a common method variance is not present even if it occurs) are less common than false positives. The false‐positive cases may occur in high‐reliability datasets when Cronbach's alpha is higher than 0.95 (which is not the case in this study). The Harman test showed that the largest distinct factor accounted for 31% of the variance and seven factors with an eigenvalue greater than 1.0 emerged. Therefore, since no single factor emerged which accounts for the majority of covariance among the variables (Steensma, Tihanyi, Lyles, & Dhanaraj, 2005), it is possible to affirm that common method variance was not a concern. Moreover, we further tested for the presence of common method variance by performing the unmeasured latent method factor. This method was largely used in previous studies since it does not require the measurement of a specific factor which is responsible for the method variance (Podsakoff et al., 2003). According to the procedure described by Richardson et al. (2009), we estimated two measurement models. The first model includes the explored constructs with their manifest indicators (trait model). The second model comprises only the method constructs with paths to all manifest indicators (method model). Moreover, since the number of indicators of the constructs is not small relative to the number of constructs, a problem of under‐identi- fication should not occur. This test assumes that if the measurement model yields a better fit than the measurement model with a common factor, the findings are not biased. Table 2 shows the comparison among the models, based on a set of indicators and the chi‐square dif- ference test (Bentler & Bonnett, 1980), and demonstrates that the common factor model has a worse performance regarding data fit.",The inclusion of a ULMC harmed the fit of the model (the fit of the proposed model was superior),No,NA,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
171,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Since all variables were self-reported, it is possible that our results suffered from common method biases. To address this potential issue, we followed Podsakoff, MacKenzie, Lee, and Podsakoff (2003), who recommend controlling for common method biases in survey data using an unmeasured latent method factor. Thus, we loaded all of the survey-related (i.e., nondemo- graphic) variables into a single factor to include as a control variable in our regression models.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,No,NA,The authors do not provide a conclusion regarding the role of common method bias,"The authors did not bother to run a statistical test for bias, opting instead to control for CMV as assessed via the ULMC in their primary analysis.",TRUE,legacy_distillersr,2022-2023
172,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Since some of the variables in our model stem from the same data source, any observed covariance may be the result of common method bias (Podsakoff, 2003, 2012). Following the vast literature on the subject, common method bias can be alle- viated both procedurally or statistically (for a comprehensive review see Podsakoff et al., 2003). From a procedural perspective, great care was taken in the design of the survey. Before sending out the survey, we simplified complex statements, eliminated any ambiguous and unfamiliar questions and performed a pre-test of the question- naire with experts in the field. Based on the comments of this pre-test, any remain- ing ambiguities in scale items were corrected. Furthermore, we concealed interest in criterion and predictor variables in the cover story of the questionnaire and sepa- rated the measurement of predictor and criterion variables in the survey. From a statistical standpoint, Siemsen et al. (2010) found that interaction effects cannot be artificially created through Common Method Variance (CMV). Since our final model includes a 3-way interaction effect, it is doubtful that the specific rela- tionships in our model are part of the individual respondents’ cognitive maps and theories-in-use which substantially eases common method concerns (Chang et al., 2010). Moreover, as CMV is found to deflate regression estimates of interaction effects (Siemsen et al., 2010), the highly significant interaction effects in our model should be considered as strong evidence that the effect exists. To further ease our concerns for CMV, we performed three ex-post tests. First, we performed a Har- man’s single-factor test (Harman, 1967), resulting in five factors with eigenvalues greater than one. Moreover, none of the single factors explained over 33% of vari- ance in the data which is a finding that reduces common method concerns. Second, we estimated an unmeasured latent method factor model on the three latent vari- ables of our research model for which CMV could be a potential problem (EI, EA and bifurcation bias) (Podsakoff, 2003). The results of this test showed a common variance of 21% (0.462). Third, we used a common marker variable technique (Lin- dell & Whitney, 2001). In doing so, we used Covin et al.’ s (2006) five-item scale to capture ‘participative decision making’ (PDM), defined as the degree to which the firm’s main strategic and operating decisions are made through consensus seek- ing versus individualistic or autocratic processes by the formally responsible execu- tive (Covin et al., 2006). PDM items were not (for bifurcation bias) or only weakly (for EI and EA) correlated with our main variables and are expected to share poten- tial common method variance (Podsakoff, 2012). This analysis shows a common variance of only 11% (0.33 × 0.33). In sum, both ex-ante measures and ex-post tests allow us to conclude that CMV is unlikely to account for the results in this paper.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,Yes,21,The authors do not provide a conclusion regarding the role of common method bias,NA,TRUE,legacy_distillersr,2022-2023
173,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
174,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
175,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"research variables in the present study were measured at the same point (i.e., this is a cross-sectional study) and involved the measurement of contextual effects through a self-report sur- vey among COs, thus indicating the possibility of such com- mon rater effects as social desirability bias, which is a tendency to answer questionnaires based on a desire to seem more so- cially acceptable than one’s true perception. COs are likely to be more sensitive to social norms (i.e., social desirability) since their tasks involve training and supervising inmates, a socially deviant population. Considering these characteristics of the re- spondents and measurement, artifactual variances among mea- sured variables may be produced that might confound the re- sults. These measurement errors can be described as common method variance (CMV), that is, systematic measurement errors due to the measurement method rather than the theoretical con- struct designed by the measures (Podsakoff et al. 2003, 2012). In light of this concern, two tests were employed to check the extent of common method variance (CMV). First, a Harman’s single-factor analysis with all observed variables imputed showed that all observed variables captured 40.64% of the var- iance in the present data, which is less than 50%, indicating no problematic issues of method bias. Second, additional analyses with single unmeasured latent method factor (Carlson and Kacmar 2000; Podsakoff et al. 2003) indicated that the method factor accounted for 9.06% of the total variance, which suggests that common method variance in the current data is not a po- tential contaminant for investigating the research model.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,Yes,9.06,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
176,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"To investigate the nature and the extent of the effects of common methods of measurement, we applied a rigorous CFA approach that used an unmeasured latent method factor (Podsakoff, MacKenzie, Lee and Podsakoff 2003). Specifically, we re-estimated our measurement model by including an additional latent common method factor, whereby each item acted as an indicator of its theoretical latent construct and the unmeasured latent method factor at the same time. This approach accounts for the influence of common method variance by partialing out the factor loadings on the indicators of the latent method",The inclusi&oacute;n of a ULMC did improve the fit of the model,No,NA,Common method bias does not pose a significant threat to the study conclusions,"factor. The results showed that all items loaded significantly on their respective theoretical construct even after controlling for the effect of the common method factor. In contrast, most of the loadings on the method factor (15 out of 19) were not significant. While the inclusion of the common method factor improved the chi-square value of the model (Dx 2 1⁄4 84.83, Ddf 1⁄4 19, p , 0.01), changes in other fit indices were not substantial (e.g. RMSEA 1⁄4 0.06, CFI 1⁄4 0.98, NNFI 1⁄4 0.97, SRMR 1⁄4 0.05). Taken together, although not trivial, the common method bias in this study appeared to be minor in magnitude.",TRUE,legacy_distillersr,2022-2023
177,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Common method variance (CMV) may be a possible bias that influences our analysis because data were collected from a single source. To estimate the influence of CMV, we conducted a confirmatory factor analysis by applying the single-factor test of Harman. Following Podsakoff, MacKenzie, Lee, and Podsakoff (2003), we further controlled for an unmeasured latent “method” factor to confirm Harman's single-factor test. As shown in Table 1, the four-factor model provided a better model fit than any other competition models, suggesting that CMV did not exist in the current study. Furthermore, we created a five-factor model by adding a latent factor (called CMV) with all indicators loaded on it. Table 1 shows that compared with the four-factor model, the five-factor model provided better suitability to the data, indicating that CMV was not a critical issue.",The inclusi&oacute;n of a ULMC did improve the fit of the model,No,NA,Common method bias does not pose a significant threat to the study conclusions,"Surprisingly, the authors conclude that while the ULMC improves the fit of the model, CMV is not an issue.",TRUE,legacy_distillersr,2022-2023
178,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Common method variance (CMV) is often considered as a potential problem in self-report research. We observe lim- ited consensus on the extent of the CMV in these surveys (Williams et al. 1989). For example, some authors have empirically demonstrated that these surveys do not have the negative consequences that CMV-related critics have alleged (e.g., Crampton and Wagner 1994; Malhotra et al. 2006). On this premise, we included both ex ante and post ante proce- dures as recommended by Podsakoff, MacKenzie, Lee, and Podsakoff (2003). First, we tried to avoid CMV by assuring respondents about the confidentiality and anonymity of their responses to reduce social desirability. Second, the survey was carefully developed with attention to minimize bias. To undermine bias caused by preceding questions on sub- sequent judgments, we used different response scales (i.e., five-point and seven-point Likert scales, binary scales) to minimize the influence of initial ratings on subsequent rat- ings (Sudman et al. 1996). Third, we added an unmeasured latent method factor to capture the common method variance among all observed variables in the model and to control for its potential bias. … To statistically control for CMV, we added an unmeasured latent method factor to the measurement model and allowed each observed variable to load on it. Adding this factor revealed an improved fit (TRd = 12.05, df = 4, p = .02). From this model, the aver- age CMV could be estimated as 9.24% Therefore, we added this unmeasured latent method factor to our hypoth- esized structural equation model to control for potential CMV.",The inclusi&oacute;n of a ULMC did improve the fit of the model,Yes,9.24,The authors do not provide a conclusion regarding the role of common method bias,NA,TRUE,legacy_distillersr,2022-2023
179,chriscastille6,Yes,No,NA,TRUE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
180,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"To establish the discriminant validity of the constructs, we compared the fit of the hypothesized original five-factor model against an alternative four-factor model (Model 1, combining PPS and PIS as the two variables with the highest correlation). The hypothesized five-factor model offered bet- ter fit. Because all the data except the OCB measures came from the same source, we fol- lowed suggestions by Podsakoff, MacKenzie, Lee, and Podsakoff (2003) and tested whether a common method effect was underlying data from the same source. First, the Harman one-factor model did not converge. Second, we specified a structural equation model of the theoretical constructs, together with an unmeasured latent method factor. It did not converge either. Thus, the results indicated that the constructs could be discriminated from each other, and common method vari- ance was not likely to have detrimental effects on the validity of our results.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,No,NA,Common method bias does not pose a significant threat to the study conclusions,"The authors could not get the ULMC or Harmans one factor to converge, leading them to conclude that the ULMC was not an issue.",TRUE,legacy_distillersr,2022-2023
181,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Collecting data from the same data source can result in common method bias problems. Namely, when all variables in the model are entered in an unrotated factor analysis and only a small number of factors emerge with one primary factor accounting for the majority of variance among the variables, common method bias is a found to be a significant problem [114]. First, to check if common method bias is a substantial concern in our study, we executed the Harman’s single-factor test [115]. We entered all relevant variables into an unrotated factor analysis, which resulted in six factors with eigenvalues > 1. None of the single factors explained more than 32% of variance in the data. While this analysis does not fully eliminate the possibility of common method bias, it minimizes our concern for a common method factor. Second, we estimated an unmeasured latent method factor model on the three latent variables of our research model for which common method bias might be an issue (LTO, PDM and EO) [114,116]. The results of this test showed a common factor value of −0.216 which represents a common variance of 4.7 per cent (−0.2162). Third, we used a common marker variable technique [117]. In doing so, we selected a latent variable in our data that could be used as a possible marker variable for this test. More specifically, we use “psychological ownership” (PO) as a marker variable. PO is referred to as a condition in which individuals feel as though the target of ownership (material or immaterial in nature) or a piece of it is “theirs” (in other words, “It is MINE!”) or “ours” (in other words, “It is OURS!”) [118]. To capture the CEO’s PO, we use the seven-item Likert scale created by Van Dyne and Pierce [119]. PO items were not (for EO and LTO) or only weakly (for PDM) correlated with our focal variables and are supposed to share potential common method variance [116,120]. This analysis shows a common factor value of 0.372 and a common variance of only 13.8% per cent (0.3722). Finally, as recommended by Podsakoff et al. [114] we also designed our survey by taking into account several procedural remedies (e.g., psychological separation of measurement and counterbalancing question order) to minimize the concern for a common method factor. Taken together, common method bias is not a main concern in our study.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,Yes,4.7,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
182,chriscastille6,Yes,Yes,Yes,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
183,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Second, there was a significant relationship (c = .45, p < .001) between proactive personality and team innovation climate even when controlling for an unmeasured latent method factor (Podsakoff, MacKenzie, Lee, & Podsakoff, 2003). …There are several strengths of the present study. For instance, by using a 2-wave longitudinal design and collecting data from multiple sources (i.e., employees and supervisors), we were able to reduce common method bias concern (Podsakoff et al., 2003).",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,No,NA,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
184,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"For the use of self-report questionnaires, it is essential to detect whether there exists serious CMV. As recom- mended by Podsakoff et al (2003),39 the unmeasured latent method factor technique was applied to examine the degree of CMV. We constructed a latent factor called “CMV” by loading all indices of affective interaction, discretionary consideration, agreeableness, and overall jus- tice, and five-item parcels of PLB and two-item parcels of OCB. Results revealed that the seven-factor measurement model regarding the CMV factor and key variables (χ2=660.398 df = 307, χ2/df = 2.151, SRMR = 0.048, RMSEA = 0.060, CFI = 0.939, IFI = 0.939, NNFI = 0.924) fit the data better than the baseline six-factor model, but the improvement of the goodness of fit was slight (Δχ2 = 89.688, Δdf = 28, p<0.05). Additionally, we calculated the average variance extracted (AVE) by the “CMV”, and it was 0.34, which was below the cutoff (0.50) to identify the presence of a latent construct.50 In conclusion, even though CMV may exist, we believe it does not undermine the research validity of this study.",The inclusi&oacute;n of a ULMC did improve the fit of the model,Yes,34,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
